emotion,intensity,socialInteraction,productivity,overwhelmed,recentThoughts,context,duration,moodLabel,recommendation1,recommendation2,recommendation3
Sad,2,Never,Yes,Yes,Lost something important,Social gathering,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,5,Frequently,No,Yes,Got a compliment,Gym,3 days,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,6,Occasionally,No,No,Took a long walk,Park,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Frustrated,5,Occasionally,Unsure,Yes,Running out of patience,Outside,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Stressed,6,Rarely,No,Yes,Preparing for an interview,Gym,1 week,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,5,Never,Unsure,No,Trying something adventurous,Family event,3 days,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Hopeful,9,Occasionally,No,No,Planning for growth,Home,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,4,Never,No,Yes,Feeling regretful about choices,School,1 day,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Sad,5,Occasionally,Unsure,No,Felt misunderstood,Family event,2 days,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,5,Rarely,Unsure,Yes,Seeing a loved one hurt,Social gathering,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Overwhelmed,9,Occasionally,No,Yes,Information overload,Work,1 month,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,6,Rarely,No,No,Failing to achieve a desired outcome,Family event,3 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,7,Often,No,No,Organized my space calmly,School,1 month,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Anxious,9,Frequently,No,No,Upcoming presentation,Coffee shop,1 day,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,9,Frequently,No,No,Argument with someone,Social gathering,2 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Neutral,4,Rarely,Unsure,No,Normal activities,Community center,1 week,Neutral,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,9,Frequently,Yes,Yes,Disheartening news,Park,2 days,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,5,Occasionally,Unsure,No,Same old routine,Home,1 day,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,3,Occasionally,Yes,Yes,Receiving an unexpected response,Gym,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Overwhelmed,9,Never,Yes,Yes,Unexpected problems,Home,1 month,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Content,9,Never,Unsure,No,Feeling in harmony with surroundings,Coffee shop,1 week,Positive,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Content,2,Frequently,No,Yes,Taking a long walk,School,1 month,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Curious,4,Rarely,Unsure,No,Asking a lot of questions,Outside,1 week,Neutral,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,2,Never,No,No,Had a cozy night in,Gym,3 days,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,10,Occasionally,Yes,No,Learning a new skill,Coffee shop,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,7,Frequently,Yes,Yes,Working on tasks mechanically,Outside,1 day,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,8,Rarely,Unsure,No,Injustice at work,Community center,1 month,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Curious,7,Rarely,No,No,Questioning the world,Coffee shop,2 weeks,Neutral,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Overwhelmed,9,Frequently,Yes,No,Feeling isolated in stress,Family event,1 day,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,7,Never,Yes,Yes,Starting new project,Home,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,8,Often,Yes,No,Played a favorite game,Home,2 days,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
